64,64,4,6,257,6,32768,2048,32768,2048,0.022,5.362,1.866,0.399,10.794,0,100
256,256,4,6,257,6,32768,2048,32768,2048,0.021,4.438,0.113,0.371,10.473,0,94.8318
256,256,4,6,257,6,32768,2048,32768,2048,0.022,4.27,0.092,0.297,10.426,0,99.9908
256,256,4,6,257,6,32768,2048,32768,2048,0.021,4.316,0.102,0.38,10.945,0,98.1216
256,256,4,6,257,6,32768,2048,32768,2048,0.024,4.409,0.092,0.371,10.919,0,71.4279
256,256,4,6,257,6,32768,2048,32768,2048,0.024,4.288,0.094,0.443,11.697,0,98.4421
256,256,4,6,257,6,32768,2048,32768,2048,0.027,4.221,0.1,0.39,10.709,0,70.5032
256,256,4,6,257,6,32768,2048,32768,2048,0.021,4.901,0.098,0.412,11.367,0,99.9863
256,256,4,6,257,6,32768,2048,32768,2048,0.026,4.424,0.1,0.386,10.97,0,99.9802
256,256,4,6,257,6,32768,2048,32768,2048,0.025,4.264,0.096,0.41,11.308,0,99.9817
256,256,4,6,257,6,32768,2048,32768,2048,0.021,4.23,0.097,0.368,10.714,0,96.2265
256,256,4,6,257,6,32768,2048,32768,2048,0.02,4.23,0.097,0.373,10.271,0,96.1914
256,256,4,6,257,6,32768,2048,32768,2048,0.022,4.23,0.097,0.371,10.303,0,99.9908
256,256,4,6,257,6,32768,2048,32768,2048,0.024,4.504,0.092,0.374,10.331,0,74.4659
256,256,4,6,257,6,32768,2048,32768,2048,0.022,4.504,0.092,0.37,10.238,0,74.8077
256,256,4,6,257,6,32768,2048,32768,2048,0.024,4.504,0.092,0.38,10.485,0,99.968
